R0	1.0e-04	1.0e-03	1.0e-02	1.0e-01	1.0e+00	1.0e+01	1.0e+02	1.0e+03	1.0e+04
2.710000	0.630973	0.630764	0.628676	0.608541	0.460916	0.134540	0.016649	0.001705	0.000171	
2.720000	0.632330	0.632121	0.630037	0.609929	0.462366	0.135220	0.016745	0.001715	0.000172	
2.730000	0.633676	0.633468	0.631387	0.611307	0.463807	0.135899	0.016840	0.001725	0.000173	
2.740000	0.635013	0.634805	0.632727	0.612676	0.465241	0.136578	0.016936	0.001735	0.000174	
2.750000	0.636340	0.636132	0.634058	0.614035	0.466667	0.137255	0.017032	0.001745	0.000175	
2.760000	0.637658	0.637450	0.635379	0.615385	0.468085	0.137931	0.017127	0.001755	0.000176	
2.770000	0.638966	0.638759	0.636691	0.616725	0.469496	0.138606	0.017223	0.001765	0.000177	
2.780000	0.640265	0.640058	0.637993	0.618056	0.470899	0.139280	0.017319	0.001775	0.000178	
2.790000	0.641554	0.641347	0.639286	0.619377	0.472296	0.139953	0.017414	0.001785	0.000179	
2.800000	0.642834	0.642628	0.640569	0.620690	0.473684	0.140625	0.017510	0.001795	0.000180	
2.810000	0.644105	0.643899	0.641844	0.621993	0.475066	0.141296	0.017605	0.001805	0.000181	
2.820000	0.645367	0.645161	0.643110	0.623288	0.476440	0.141966	0.017701	0.001815	0.000182	
2.830000	0.646620	0.646415	0.644366	0.624573	0.477807	0.142634	0.017796	0.001825	0.000183	
2.840000	0.647865	0.647659	0.645614	0.625850	0.479167	0.143302	0.017892	0.001835	0.000184	
2.850000	0.649100	0.648895	0.646853	0.627119	0.480519	0.143969	0.017987	0.001845	0.000185	
2.860000	0.650327	0.650122	0.648084	0.628378	0.481865	0.144635	0.018083	0.001855	0.000186	
2.870000	0.651545	0.651341	0.649306	0.629630	0.483204	0.145299	0.018178	0.001865	0.000187	
2.880000	0.652755	0.652551	0.650519	0.630872	0.484536	0.145963	0.018274	0.001875	0.000188	
2.890000	0.653957	0.653753	0.651724	0.632107	0.485861	0.146625	0.018369	0.001885	0.000189	
2.900000	0.655150	0.654947	0.652921	0.633333	0.487179	0.147287	0.018465	0.001895	0.000190	
2.910000	0.656335	0.656132	0.654110	0.634551	0.488491	0.147947	0.018560	0.001904	0.000191	
2.920000	0.657512	0.657309	0.655290	0.635762	0.489796	0.148607	0.018655	0.001914	0.000192	
2.930000	0.658681	0.658478	0.656463	0.636964	0.491094	0.149265	0.018751	0.001924	0.000193	
2.940000	0.659842	0.659640	0.657627	0.638158	0.492386	0.149923	0.018846	0.001934	0.000194	
2.950000	0.660995	0.660793	0.658784	0.639344	0.493671	0.150579	0.018941	0.001944	0.000195	
2.960000	0.662140	0.661939	0.659933	0.640523	0.494949	0.151235	0.019037	0.001954	0.000196	
2.970000	0.663277	0.663076	0.661074	0.641694	0.496222	0.151889	0.019132	0.001964	0.000197	
2.980000	0.664407	0.664207	0.662207	0.642857	0.497487	0.152542	0.019227	0.001974	0.000198	
2.990000	0.665530	0.665329	0.663333	0.644013	0.498747	0.153195	0.019322	0.001984	0.000199	
3.000000	0.666644	0.666445	0.664452	0.645161	0.500000	0.153846	0.019417	0.001994	0.000200	
3.010000	0.667752	0.667552	0.665563	0.646302	0.501247	0.154497	0.019513	0.002004	0.000201	
3.020000	0.668852	0.668653	0.666667	0.647436	0.502488	0.155146	0.019608	0.002014	0.000202	
3.030000	0.669945	0.669746	0.667763	0.648562	0.503722	0.155794	0.019703	0.002024	0.000203	
3.040000	0.671031	0.670832	0.668852	0.649682	0.504950	0.156442	0.019798	0.002034	0.000204	
3.050000	0.672109	0.671911	0.669935	0.650794	0.506173	0.157088	0.019893	0.002044	0.000205	
3.060000	0.673181	0.672983	0.671010	0.651899	0.507389	0.157734	0.019988	0.002054	0.000206	
3.070000	0.674245	0.674048	0.672078	0.652997	0.508600	0.158378	0.020083	0.002064	0.000207	
3.080000	0.675303	0.675105	0.673139	0.654088	0.509804	0.159021	0.020179	0.002074	0.000208	
3.090000	0.676354	0.676157	0.674194	0.655172	0.511002	0.159664	0.020274	0.002084	0.000209	
3.100000	0.677398	0.677201	0.675241	0.656250	0.512195	0.160305	0.020369	0.002094	0.000210	
3.110000	0.678435	0.678239	0.676282	0.657321	0.513382	0.160946	0.020464	0.002103	0.000211	
3.120000	0.679465	0.679269	0.677316	0.658385	0.514563	0.161585	0.020559	0.002113	0.000212	
3.130000	0.680489	0.680294	0.678344	0.659443	0.515738	0.162224	0.020654	0.002123	0.000213	
3.140000	0.681507	0.681312	0.679365	0.660494	0.516908	0.162861	0.020748	0.002133	0.000214	
3.150000	0.682518	0.682323	0.680380	0.661538	0.518072	0.163498	0.020843	0.002143	0.000215	
3.160000	0.683523	0.683328	0.681388	0.662577	0.519231	0.164134	0.020938	0.002153	0.000216	
3.170000	0.684521	0.684327	0.682390	0.663609	0.520384	0.164768	0.021033	0.002163	0.000217	
3.180000	0.685513	0.685319	0.683386	0.664634	0.521531	0.165402	0.021128	0.002173	0.000218	
3.190000	0.686499	0.686305	0.684375	0.665653	0.522673	0.166035	0.021223	0.002183	0.000219	
3.200000	0.687479	0.687285	0.685358	0.666667	0.523810	0.166667	0.021318	0.002193	0.000220	
3.210000	0.688452	0.688259	0.686335	0.667674	0.524941	0.167298	0.021413	0.002203	0.000221	
3.220000	0.689420	0.689227	0.687307	0.668675	0.526066	0.167927	0.021507	0.002213	0.000222	
3.230000	0.690381	0.690189	0.688272	0.669670	0.527187	0.168556	0.021602	0.002223	0.000223	
3.240000	0.691337	0.691145	0.689231	0.670659	0.528302	0.169184	0.021697	0.002233	0.000224	
3.250000	0.692286	0.692095	0.690184	0.671642	0.529412	0.169811	0.021792	0.002243	0.000225	
3.260000	0.693230	0.693039	0.691131	0.672619	0.530516	0.170437	0.021887	0.002253	0.000226	
3.270000	0.694168	0.693977	0.692073	0.673591	0.531616	0.171063	0.021981	0.002263	0.000227	
3.280000	0.695101	0.694910	0.693009	0.674556	0.532710	0.171687	0.022076	0.002273	0.000228	
3.290000	0.696027	0.695837	0.693939	0.675516	0.533800	0.172310	0.022171	0.002282	0.000229	
3.300000	0.696949	0.696759	0.694864	0.676471	0.534884	0.172932	0.022265	0.002292	0.000230	
3.310000	0.697864	0.697674	0.695783	0.677419	0.535963	0.173554	0.022360	0.002302	0.000231	
3.320000	0.698774	0.698585	0.696697	0.678363	0.537037	0.174174	0.022455	0.002312	0.000232	
3.330000	0.699679	0.699490	0.697605	0.679300	0.538106	0.174794	0.022549	0.002322	0.000233	
3.340000	0.700578	0.700389	0.698507	0.680233	0.539171	0.175412	0.022644	0.002332	0.000234	
3.350000	0.701472	0.701283	0.699405	0.681159	0.540230	0.176030	0.022738	0.002342	0.000235	
3.360000	0.702360	0.702172	0.700297	0.682081	0.541284	0.176647	0.022833	0.002352	0.000236	
3.370000	0.703243	0.703055	0.701183	0.682997	0.542334	0.177263	0.022927	0.002362	0.000237	
3.380000	0.704121	0.703934	0.702065	0.683908	0.543379	0.177877	0.023022	0.002372	0.000238	
3.390000	0.704994	0.704807	0.702941	0.684814	0.544419	0.178491	0.023116	0.002382	0.000239	
3.400000	0.705862	0.705675	0.703812	0.685714	0.545455	0.179104	0.023211	0.002392	0.000240	
3.410000	0.706724	0.706538	0.704678	0.686610	0.546485	0.179717	0.023305	0.002402	0.000241	
3.420000	0.707582	0.707395	0.705539	0.687500	0.547511	0.180328	0.023400	0.002412	0.000242	
3.430000	0.708434	0.708248	0.706395	0.688385	0.548533	0.180938	0.023494	0.002422	0.000243	
3.440000	0.709282	0.709096	0.707246	0.689266	0.549550	0.181548	0.023589	0.002432	0.000244	
3.450000	0.710124	0.709939	0.708092	0.690141	0.550562	0.182156	0.023683	0.002442	0.000245	
3.460000	0.710962	0.710777	0.708934	0.691011	0.551570	0.182764	0.023777	0.002452	0.000246	
3.470000	0.711795	0.711610	0.709770	0.691877	0.552573	0.183370	0.023872	0.002461	0.000247	
3.480000	0.712623	0.712439	0.710602	0.692737	0.553571	0.183976	0.023966	0.002471	0.000248	
3.490000	0.713447	0.713263	0.711429	0.693593	0.554566	0.184581	0.024060	0.002481	0.000249	
3.500000	0.714265	0.714082	0.712251	0.694444	0.555556	0.185185	0.024155	0.002491	0.000250	
3.510000	0.715079	0.714896	0.713068	0.695291	0.556541	0.185788	0.024249	0.002501	0.000251	
3.520000	0.715889	0.715706	0.713881	0.696133	0.557522	0.186391	0.024343	0.002511	0.000252	
3.530000	0.716694	0.716511	0.714689	0.696970	0.558499	0.186992	0.024437	0.002521	0.000253	
3.540000	0.717494	0.717311	0.715493	0.697802	0.559471	0.187592	0.024532	0.002531	0.000254	
3.550000	0.718290	0.718108	0.716292	0.698630	0.560440	0.188192	0.024626	0.002541	0.000255	
3.560000	0.719081	0.718899	0.717087	0.699454	0.561404	0.188791	0.024720	0.002551	0.000256	
3.570000	0.719868	0.719686	0.717877	0.700272	0.562363	0.189388	0.024814	0.002561	0.000257	
3.580000	0.720650	0.720469	0.718663	0.701087	0.563319	0.189985	0.024908	0.002571	0.000258	
3.590000	0.721428	0.721248	0.719444	0.701897	0.564270	0.190581	0.025002	0.002581	0.000259	
3.600000	0.722202	0.722022	0.720222	0.702703	0.565217	0.191176	0.025097	0.002591	0.000260	
3.610000	0.722972	0.722791	0.720994	0.703504	0.566161	0.191771	0.025191	0.002601	0.000261	
3.620000	0.723737	0.723557	0.721763	0.704301	0.567100	0.192364	0.025285	0.002611	0.000262	
3.630000	0.724498	0.724318	0.722527	0.705094	0.568035	0.192957	0.025379	0.002620	0.000263	
3.640000	0.725255	0.725076	0.723288	0.705882	0.568966	0.193548	0.025473	0.002630	0.000264	
3.650000	0.726008	0.725829	0.724044	0.706667	0.569892	0.194139	0.025567	0.002640	0.000265	
3.660000	0.726756	0.726577	0.724796	0.707447	0.570815	0.194729	0.025661	0.002650	0.000266	
3.670000	0.727501	0.727322	0.725543	0.708223	0.571734	0.195318	0.025755	0.002660	0.000267	
3.680000	0.728241	0.728063	0.726287	0.708995	0.572650	0.195906	0.025849	0.002670	0.000268	
3.690000	0.728978	0.728800	0.727027	0.709763	0.573561	0.196494	0.025943	0.002680	0.000269	
3.700000	0.729710	0.729533	0.727763	0.710526	0.574468	0.197080	0.026037	0.002690	0.000270	
3.710000	0.730439	0.730261	0.728495	0.711286	0.575372	0.197666	0.026131	0.002700	0.000271	
3.720000	0.731163	0.730986	0.729223	0.712042	0.576271	0.198251	0.026224	0.002710	0.000272	
3.730000	0.731884	0.731707	0.729947	0.712794	0.577167	0.198835	0.026318	0.002720	0.000273	
3.740000	0.732601	0.732424	0.730667	0.713542	0.578059	0.199418	0.026412	0.002730	0.000274	
3.750000	0.733314	0.733138	0.731383	0.714286	0.578947	0.200000	0.026506	0.002740	0.000275	
3.760000	0.734023	0.733847	0.732095	0.715026	0.579832	0.200581	0.026600	0.002750	0.000276	
3.770000	0.734729	0.734553	0.732804	0.715762	0.580713	0.201162	0.026694	0.002760	0.000277	
3.780000	0.735430	0.735255	0.733509	0.716495	0.581590	0.201742	0.026787	0.002770	0.000278	
3.790000	0.736128	0.735954	0.734211	0.717224	0.582463	0.202321	0.026881	0.002779	0.000279	
3.800000	0.736823	0.736648	0.734908	0.717949	0.583333	0.202899	0.026975	0.002789	0.000280	
3.810000	0.737513	0.737339	0.735602	0.718670	0.584200	0.203476	0.027069	0.002799	0.000281	
3.820000	0.738201	0.738027	0.736292	0.719388	0.585062	0.204052	0.027162	0.002809	0.000282	
3.830000	0.738884	0.738711	0.736979	0.720102	0.585921	0.204628	0.027256	0.002819	0.000283	
3.840000	0.739564	0.739391	0.737662	0.720812	0.586777	0.205202	0.027350	0.002829	0.000284	
3.850000	0.740241	0.740068	0.738342	0.721519	0.587629	0.205776	0.027443	0.002839	0.000285	
3.860000	0.740913	0.740741	0.739018	0.722222	0.588477	0.206349	0.027537	0.002849	0.000286	
3.870000	0.741583	0.741410	0.739691	0.722922	0.589322	0.206921	0.027631	0.002859	0.000287	
3.880000	0.742249	0.742077	0.740360	0.723618	0.590164	0.207493	0.027724	0.002869	0.000288	
3.890000	0.742911	0.742740	0.741026	0.724311	0.591002	0.208063	0.027818	0.002879	0.000289	
3.900000	0.743571	0.743399	0.741688	0.725000	0.591837	0.208633	0.027911	0.002889	0.000290	
3.910000	0.744226	0.744055	0.742347	0.725686	0.592668	0.209202	0.028005	0.002899	0.000291	
3.920000	0.744879	0.744708	0.743003	0.726368	0.593496	0.209770	0.028099	0.002909	0.000292	
3.930000	0.745528	0.745357	0.743655	0.727047	0.594320	0.210337	0.028192	0.002919	0.000293	
3.940000	0.746174	0.746004	0.744304	0.727723	0.595142	0.210904	0.028286	0.002928	0.000294	
3.950000	0.746817	0.746646	0.744949	0.728395	0.595960	0.211470	0.028379	0.002938	0.000295	
3.960000	0.747456	0.747286	0.745592	0.729064	0.596774	0.212034	0.028472	0.002948	0.000296	
3.970000	0.748092	0.747922	0.746231	0.729730	0.597586	0.212598	0.028566	0.002958	0.000297	
3.980000	0.748725	0.748556	0.746867	0.730392	0.598394	0.213162	0.028659	0.002968	0.000298	
3.990000	0.749355	0.749186	0.747500	0.731051	0.599198	0.213724	0.028753	0.002978	0.000299	
4.000000	0.749981	0.749813	0.748130	0.731707	0.600000	0.214286	0.028846	0.002988	0.000300	
4.010000	0.750605	0.750436	0.748756	0.732360	0.600798	0.214847	0.028940	0.002998	0.000301	
4.020000	0.751225	0.751057	0.749380	0.733010	0.601594	0.215407	0.029033	0.003008	0.000302	
4.030000	0.751842	0.751675	0.750000	0.733656	0.602386	0.215966	0.029126	0.003018	0.000303	
4.040000	0.752457	0.752289	0.750617	0.734300	0.603175	0.216524	0.029220	0.003028	0.000304	
4.050000	0.753068	0.752901	0.751232	0.734940	0.603960	0.217082	0.029313	0.003038	0.000305	
4.060000	0.753676	0.753509	0.751843	0.735577	0.604743	0.217639	0.029406	0.003048	0.000306	
4.070000	0.754281	0.754114	0.752451	0.736211	0.605523	0.218195	0.029499	0.003058	0.000307	
4.080000	0.754883	0.754717	0.753056	0.736842	0.606299	0.218750	0.029593	0.003067	0.000308	
4.090000	0.755483	0.755317	0.753659	0.737470	0.607073	0.219304	0.029686	0.003077	0.000309	
4.100000	0.756079	0.755913	0.754258	0.738095	0.607843	0.219858	0.029779	0.003087	0.000310	
4.110000	0.756673	0.756507	0.754854	0.738717	0.608611	0.220411	0.029872	0.003097	0.000311	
4.120000	0.757263	0.757098	0.755448	0.739336	0.609375	0.220963	0.029965	0.003107	0.000312	
4.130000	0.757851	0.757686	0.756039	0.739953	0.610136	0.221515	0.030059	0.003117	0.000313	
4.140000	0.758436	0.758271	0.756627	0.740566	0.610895	0.222065	0.030152	0.003127	0.000314	
4.150000	0.759018	0.758853	0.757212	0.741176	0.611650	0.222615	0.030245	0.003137	0.000315	
4.160000	0.759597	0.759433	0.757794	0.741784	0.612403	0.223164	0.030338	0.003147	0.000316	
4.170000	0.760174	0.760010	0.758373	0.742389	0.613153	0.223712	0.030431	0.003157	0.000317	
4.180000	0.760747	0.760584	0.758950	0.742991	0.613900	0.224260	0.030524	0.003167	0.000318	
4.190000	0.761318	0.761155	0.759524	0.743590	0.614644	0.224806	0.030617	0.003177	0.000319	
4.200000	0.761887	0.761723	0.760095	0.744186	0.615385	0.225352	0.030710	0.003187	0.000320	
4.210000	0.762452	0.762289	0.760664	0.744780	0.616123	0.225897	0.030803	0.003197	0.000321	
4.220000	0.763015	0.762852	0.761229	0.745370	0.616858	0.226442	0.030896	0.003206	0.000322	
4.230000	0.763575	0.763413	0.761792	0.745958	0.617591	0.226985	0.030989	0.003216	0.000323	
4.240000	0.764133	0.763971	0.762353	0.746544	0.618321	0.227528	0.031082	0.003226	0.000324	
4.250000	0.764688	0.764526	0.762911	0.747126	0.619048	0.228070	0.031175	0.003236	0.000325	
4.260000	0.765240	0.765079	0.763466	0.747706	0.619772	0.228612	0.031268	0.003246	0.000326	
4.270000	0.765790	0.765629	0.764019	0.748284	0.620493	0.229152	0.031361	0.003256	0.000327	
4.280000	0.766337	0.766176	0.764569	0.748858	0.621212	0.229692	0.031454	0.003266	0.000328	
4.290000	0.766882	0.766721	0.765116	0.749431	0.621928	0.230231	0.031547	0.003276	0.000329	
4.300000	0.767424	0.767263	0.765661	0.750000	0.622642	0.230769	0.031640	0.003286	0.000330	
4.310000	0.767964	0.767803	0.766204	0.750567	0.623352	0.231307	0.031732	0.003296	0.000331	
4.320000	0.768501	0.768341	0.766744	0.751131	0.624060	0.231844	0.031825	0.003306	0.000332	
4.330000	0.769035	0.768876	0.767281	0.751693	0.624765	0.232380	0.031918	0.003316	0.000333	
4.340000	0.769568	0.769408	0.767816	0.752252	0.625468	0.232915	0.032011	0.003326	0.000334	
4.350000	0.770097	0.769938	0.768349	0.752809	0.626168	0.233449	0.032103	0.003335	0.000335	
4.360000	0.770625	0.770465	0.768879	0.753363	0.626866	0.233983	0.032196	0.003345	0.000336	
4.370000	0.771149	0.770991	0.769406	0.753915	0.627561	0.234516	0.032289	0.003355	0.000337	
4.380000	0.771672	0.771513	0.769932	0.754464	0.628253	0.235049	0.032382	0.003365	0.000338	
4.390000	0.772192	0.772034	0.770455	0.755011	0.628942	0.235580	0.032474	0.003375	0.000339	
4.400000	0.772710	0.772552	0.770975	0.755556	0.629630	0.236111	0.032567	0.003385	0.000340	
4.410000	0.773225	0.773067	0.771493	0.756098	0.630314	0.236641	0.032660	0.003395	0.000341	
4.420000	0.773738	0.773581	0.772009	0.756637	0.630996	0.237171	0.032752	0.003405	0.000342	
4.430000	0.774249	0.774092	0.772523	0.757174	0.631676	0.237699	0.032845	0.003415	0.000343	
4.440000	0.774757	0.774600	0.773034	0.757709	0.632353	0.238227	0.032938	0.003425	0.000344	
4.450000	0.775263	0.775107	0.773543	0.758242	0.633028	0.238754	0.033030	0.003435	0.000345	
4.460000	0.775767	0.775611	0.774049	0.758772	0.633700	0.239281	0.033123	0.003445	0.000346	
4.470000	0.776269	0.776113	0.774554	0.759300	0.634369	0.239806	0.033215	0.003455	0.000347	
4.480000	0.776768	0.776612	0.775056	0.759825	0.635036	0.240331	0.033308	0.003464	0.000348	
4.490000	0.777266	0.777110	0.775556	0.760349	0.635701	0.240856	0.033400	0.003474	0.000349	
4.500000	0.777760	0.777605	0.776053	0.760870	0.636364	0.241379	0.033493	0.003484	0.000350	
4.510000	0.778253	0.778098	0.776549	0.761388	0.637024	0.241902	0.033585	0.003494	0.000351	
4.520000	0.778744	0.778589	0.777042	0.761905	0.637681	0.242424	0.033678	0.003504	0.000352	
4.530000	0.779232	0.779077	0.777533	0.762419	0.638336	0.242946	0.033770	0.003514	0.000353	
4.540000	0.779719	0.779564	0.778022	0.762931	0.638989	0.243466	0.033863	0.003524	0.000354	
4.550000	0.780203	0.780048	0.778509	0.763441	0.639640	0.243986	0.033955	0.003534	0.000355	
4.560000	0.780685	0.780531	0.778993	0.763948	0.640288	0.244505	0.034047	0.003544	0.000356	
4.570000	0.781165	0.781011	0.779476	0.764454	0.640934	0.245024	0.034140	0.003554	0.000357	
4.580000	0.781642	0.781489	0.779956	0.764957	0.641577	0.245542	0.034232	0.003564	0.000358	
4.590000	0.782118	0.781965	0.780435	0.765458	0.642218	0.246059	0.034325	0.003574	0.000359	
4.600000	0.782592	0.782439	0.780911	0.765957	0.642857	0.246575	0.034417	0.003584	0.000360	
4.610000	0.783063	0.782910	0.781385	0.766454	0.643494	0.247091	0.034509	0.003593	0.000361	
4.620000	0.783533	0.783380	0.781857	0.766949	0.644128	0.247606	0.034601	0.003603	0.000362	
4.630000	0.784000	0.783848	0.782328	0.767442	0.644760	0.248120	0.034694	0.003613	0.000363	
4.640000	0.784466	0.784314	0.782796	0.767932	0.645390	0.248634	0.034786	0.003623	0.000364	
4.650000	0.784929	0.784777	0.783262	0.768421	0.646018	0.249147	0.034878	0.003633	0.000365	
4.660000	0.785391	0.785239	0.783726	0.768908	0.646643	0.249659	0.034970	0.003643	0.000366	
4.670000	0.785850	0.785699	0.784188	0.769392	0.647266	0.250170	0.035063	0.003653	0.000367	
4.680000	0.786308	0.786157	0.784648	0.769874	0.647887	0.250681	0.035155	0.003663	0.000368	
4.690000	0.786764	0.786613	0.785106	0.770355	0.648506	0.251191	0.035247	0.003673	0.000369	
4.700000	0.787217	0.787067	0.785563	0.770833	0.649123	0.251701	0.035339	0.003683	0.000370	
4.710000	0.787669	0.787519	0.786017	0.771310	0.649737	0.252209	0.035431	0.003693	0.000371	
4.720000	0.788119	0.787969	0.786469	0.771784	0.650350	0.252717	0.035523	0.003703	0.000372	
4.730000	0.788567	0.788417	0.786920	0.772257	0.650960	0.253225	0.035615	0.003712	0.000373	
4.740000	0.789013	0.788863	0.787368	0.772727	0.651568	0.253731	0.035707	0.003722	0.000374	
4.750000	0.789457	0.789308	0.787815	0.773196	0.652174	0.254237	0.035800	0.003732	0.000375	
4.760000	0.789899	0.789750	0.788260	0.773663	0.652778	0.254743	0.035892	0.003742	0.000376	
4.770000	0.790340	0.790191	0.788703	0.774127	0.653380	0.255247	0.035984	0.003752	0.000377	
4.780000	0.790778	0.790630	0.789144	0.774590	0.653979	0.255751	0.036076	0.003762	0.000378	
4.790000	0.791215	0.791067	0.789583	0.775051	0.654577	0.256254	0.036168	0.003772	0.000379	
4.800000	0.791650	0.791502	0.790021	0.775510	0.655172	0.256757	0.036260	0.003782	0.000380	
4.810000	0.792083	0.791935	0.790456	0.775967	0.655766	0.257259	0.036351	0.003792	0.000381	
4.820000	0.792515	0.792367	0.790890	0.776423	0.656357	0.257760	0.036443	0.003802	0.000382	
4.830000	0.792944	0.792797	0.791322	0.776876	0.656947	0.258260	0.036535	0.003812	0.000383	
4.840000	0.793372	0.793225	0.791753	0.777328	0.657534	0.258760	0.036627	0.003822	0.000384	
4.850000	0.793798	0.793651	0.792181	0.777778	0.658120	0.259259	0.036719	0.003831	0.000385	
4.860000	0.794222	0.794075	0.792608	0.778226	0.658703	0.259758	0.036811	0.003841	0.000386	
4.870000	0.794645	0.794498	0.793033	0.778672	0.659284	0.260256	0.036903	0.003851	0.000387	
4.880000	0.795066	0.794919	0.793456	0.779116	0.659864	0.260753	0.036995	0.003861	0.000388	
4.890000	0.795485	0.795338	0.793878	0.779559	0.660441	0.261249	0.037086	0.003871	0.000389	
4.900000	0.795902	0.795756	0.794297	0.780000	0.661017	0.261745	0.037178	0.003881	0.000390	
4.910000	0.796318	0.796172	0.794715	0.780439	0.661591	0.262240	0.037270	0.003891	0.000391	
4.920000	0.796732	0.796586	0.795132	0.780876	0.662162	0.262735	0.037362	0.003901	0.000392	
4.930000	0.797144	0.796999	0.795547	0.781312	0.662732	0.263228	0.037454	0.003911	0.000393	
4.940000	0.797555	0.797409	0.795960	0.781746	0.663300	0.263722	0.037545	0.003921	0.000394	
4.950000	0.797964	0.797819	0.796371	0.782178	0.663866	0.264214	0.037637	0.003931	0.000395	
4.960000	0.798371	0.798226	0.796781	0.782609	0.664430	0.264706	0.037729	0.003940	0.000396	
4.970000	0.798777	0.798632	0.797189	0.783037	0.664992	0.265197	0.037820	0.003950	0.000397	
4.980000	0.799181	0.799036	0.797595	0.783465	0.665552	0.265688	0.037912	0.003960	0.000398	
4.990000	0.799583	0.799439	0.798000	0.783890	0.666110	0.266177	0.038004	0.003970	0.000399	
5.000000	0.799984	0.799840	0.798403	0.784314	0.666667	0.266667	0.038095	0.003980	0.000400	
5.010000	0.800383	0.800239	0.798805	0.784736	0.667221	0.267155	0.038187	0.003990	0.000401	
5.020000	0.800781	0.800637	0.799205	0.785156	0.667774	0.267643	0.038278	0.004000	0.000402	
5.030000	0.801177	0.801034	0.799603	0.785575	0.668325	0.268130	0.038370	0.004010	0.000403	
5.040000	0.801571	0.801428	0.800000	0.785992	0.668874	0.268617	0.038462	0.004020	0.000404	
5.050000	0.801964	0.801821	0.800395	0.786408	0.669421	0.269103	0.038553	0.004030	0.000405	
5.060000	0.802356	0.802213	0.800789	0.786822	0.669967	0.269588	0.038645	0.004040	0.000406	
5.070000	0.802746	0.802603	0.801181	0.787234	0.670511	0.270073	0.038736	0.004049	0.000407	
5.080000	0.803134	0.802992	0.801572	0.787645	0.671053	0.270557	0.038828	0.004059	0.000408	
5.090000	0.803521	0.803379	0.801961	0.788054	0.671593	0.271040	0.038919	0.004069	0.000409	
5.100000	0.803906	0.803764	0.802348	0.788462	0.672131	0.271523	0.039010	0.004079	0.000410	
5.110000	0.804290	0.804148	0.802734	0.788868	0.672668	0.272005	0.039102	0.004089	0.000411	
5.120000	0.804672	0.804530	0.803119	0.789272	0.673203	0.272487	0.039193	0.004099	0.000412	
5.130000	0.805053	0.804911	0.803502	0.789675	0.673736	0.272968	0.039285	0.004109	0.000413	
5.140000	0.805432	0.805291	0.803883	0.790076	0.674267	0.273448	0.039376	0.004119	0.000414	
5.150000	0.805810	0.805669	0.804264	0.790476	0.674797	0.273927	0.039467	0.004129	0.000415	
5.160000	0.806186	0.806045	0.804642	0.790875	0.675325	0.274406	0.039559	0.004139	0.000416	
5.170000	0.806561	0.806420	0.805019	0.791271	0.675851	0.274885	0.039650	0.004149	0.000417	
5.180000	0.806934	0.806794	0.805395	0.791667	0.676375	0.275362	0.039741	0.004158	0.000418	
5.190000	0.807306	0.807166	0.805769	0.792060	0.676898	0.275839	0.039833	0.004168	0.000419	
5.200000	0.807677	0.807537	0.806142	0.792453	0.677419	0.276316	0.039924	0.004178	0.000420	
5.210000	0.808046	0.807906	0.806513	0.792844	0.677939	0.276792	0.040015	0.004188	0.000421	
5.220000	0.808414	0.808274	0.806883	0.793233	0.678457	0.277267	0.040106	0.004198	0.000422	
5.230000	0.808780	0.808641	0.807252	0.793621	0.678973	0.277741	0.040198	0.004208	0.000423	
5.240000	0.809145	0.809006	0.807619	0.794007	0.679487	0.278215	0.040289	0.004218	0.000424	
5.250000	0.809508	0.809370	0.807985	0.794393	0.680000	0.278689	0.040380	0.004228	0.000425	
5.260000	0.809871	0.809732	0.808349	0.794776	0.680511	0.279161	0.040471	0.004238	0.000426	
5.270000	0.810231	0.810093	0.808712	0.795158	0.681021	0.279633	0.040562	0.004248	0.000427	
5.280000	0.810591	0.810453	0.809074	0.795539	0.681529	0.280105	0.040653	0.004258	0.000428	
5.290000	0.810949	0.810811	0.809434	0.795918	0.682035	0.280576	0.040745	0.004267	0.000429	
5.300000	0.811305	0.811168	0.809793	0.796296	0.682540	0.281046	0.040836	0.004277	0.000430	
5.310000	0.811661	0.811523	0.810150	0.796673	0.683043	0.281515	0.040927	0.004287	0.000431	
5.320000	0.812015	0.811877	0.810507	0.797048	0.683544	0.281984	0.041018	0.004297	0.000432	
5.330000	0.812367	0.812230	0.810861	0.797422	0.684044	0.282453	0.041109	0.004307	0.000433	
5.340000	0.812719	0.812582	0.811215	0.797794	0.684543	0.282920	0.041200	0.004317	0.000434	
5.350000	0.813069	0.812932	0.811567	0.798165	0.685039	0.283388	0.041291	0.004327	0.000435	
5.360000	0.813418	0.813281	0.811918	0.798535	0.685535	0.283854	0.041382	0.004337	0.000436	
5.370000	0.813765	0.813629	0.812268	0.798903	0.686028	0.284320	0.041473	0.004347	0.000437	
5.380000	0.814111	0.813975	0.812616	0.799270	0.686520	0.284785	0.041564	0.004357	0.000438	
5.390000	0.814456	0.814320	0.812963	0.799636	0.687011	0.285250	0.041655	0.004366	0.000439	
5.400000	0.814800	0.814664	0.813309	0.800000	0.687500	0.285714	0.041746	0.004376	0.000440	
5.410000	0.815142	0.815006	0.813653	0.800363	0.687988	0.286178	0.041837	0.004386	0.000441	
5.420000	0.815483	0.815348	0.813996	0.800725	0.688474	0.286641	0.041928	0.004396	0.000442	
5.430000	0.815823	0.815688	0.814338	0.801085	0.688958	0.287103	0.042018	0.004406	0.000443	
